trial_id,phase,region,mean_activity,max_activity,activity_variance,start_time,end_time,spike_counts
60,execution,M1,8.084507042253522,30,56.908351517556035,176.655,178.561,"[0, 3, 24, 1, 2, 2, 1, 1, 5, 1, 22, 4, 11, 12, 8, 11, 8, 2, 1, 3, 2, 2, 0, 3, 2, 12, 14, 0, 0, 0, 8, 12, 1, 22, 5, 4, 0, 2, 1, 1, 18, 6, 5, 9, 0, 9, 6, 13, 3, 2, 13, 22, 7, 0, 9, 18, 27, 18, 5, 4, 6, 3, 12, 10, 14, 3, 2, 5, 15, 4, 8, 1, 27, 3, 6, 8, 8, 9, 22, 1, 16, 4, 4, 17, 5, 4, 16, 0, 8, 1, 0, 0, 1, 18, 8, 9, 11, 10, 11, 1, 8, 1, 9, 14, 7, 6, 2, 5, 30, 14, 29, 11, 18, 9, 4, 2, 11, 0, 6, 24, 30, 6, 9, 15, 0, 6, 25, 10, 1, 1, 1, 5, 4, 13, 16, 15, 2, 17, 16, 1, 1, 26]"
61,execution,M1,4.485915492957746,21,21.123041063281097,179.958,181.301,"[0, 0, 8, 1, 0, 1, 0, 0, 0, 1, 17, 1, 13, 15, 6, 6, 1, 0, 5, 4, 16, 4, 1, 8, 0, 9, 6, 1, 2, 0, 5, 9, 0, 14, 1, 0, 2, 6, 0, 1, 4, 4, 0, 0, 0, 6, 5, 11, 0, 3, 9, 5, 4, 2, 6, 21, 2, 4, 4, 4, 16, 0, 16, 10, 2, 4, 0, 3, 4, 8, 5, 3, 12, 1, 3, 5, 2, 2, 12, 0, 10, 2, 0, 10, 1, 3, 13, 0, 9, 3, 0, 0, 4, 3, 14, 8, 6, 7, 5, 0, 5, 1, 2, 4, 0, 4, 0, 0, 4, 10, 13, 7, 5, 6, 5, 4, 7, 7, 2, 6, 6, 1, 2, 3, 1, 1, 13, 12, 0, 0, 0, 1, 6, 5, 2, 2, 0, 6, 5, 0, 0, 15]"
62,execution,M1,5.704225352112676,30,38.46181313231502,182.899,184.321,"[0, 0, 10, 3, 4, 1, 0, 0, 1, 0, 19, 4, 20, 9, 7, 13, 2, 0, 2, 11, 25, 3, 0, 12, 5, 13, 1, 0, 2, 4, 10, 4, 0, 12, 1, 0, 1, 0, 0, 1, 2, 3, 0, 0, 1, 4, 9, 11, 1, 8, 6, 14, 3, 0, 4, 11, 4, 8, 4, 3, 20, 0, 20, 2, 11, 1, 4, 7, 5, 10, 9, 2, 17, 0, 9, 4, 5, 6, 24, 0, 21, 1, 2, 9, 4, 1, 7, 0, 3, 0, 1, 0, 2, 10, 7, 3, 4, 14, 16, 2, 7, 0, 1, 6, 0, 2, 2, 4, 3, 11, 20, 9, 11, 9, 4, 4, 12, 8, 1, 12, 19, 2, 2, 5, 0, 1, 30, 11, 0, 0, 0, 0, 2, 7, 1, 12, 2, 9, 7, 1, 0, 14]"
63,execution,M1,4.936619718309859,26,28.24246181313231,185.86,187.341,"[2, 2, 6, 3, 0, 0, 1, 0, 2, 2, 16, 2, 6, 2, 3, 5, 2, 2, 0, 0, 1, 6, 0, 0, 1, 5, 10, 0, 0, 3, 9, 2, 0, 10, 1, 3, 0, 1, 0, 0, 5, 4, 2, 5, 1, 13, 5, 5, 0, 5, 11, 7, 6, 0, 6, 18, 9, 13, 12, 2, 5, 0, 5, 15, 9, 4, 1, 7, 1, 12, 1, 1, 16, 1, 6, 4, 8, 1, 12, 0, 26, 7, 0, 1, 0, 3, 18, 1, 10, 0, 2, 1, 3, 2, 5, 7, 5, 4, 15, 1, 0, 1, 4, 8, 1, 7, 0, 3, 7, 7, 19, 5, 5, 6, 8, 2, 15, 0, 0, 17, 22, 5, 7, 9, 0, 8, 10, 4, 1, 0, 0, 1, 2, 6, 7, 16, 0, 13, 4, 0, 0, 14]"
64,execution,M1,4.901408450704225,21,25.525490974013092,188.849,190.236,"[1, 1, 13, 0, 4, 0, 1, 0, 0, 1, 14, 1, 15, 16, 6, 5, 0, 0, 2, 8, 20, 7, 0, 0, 9, 9, 9, 0, 1, 0, 3, 3, 1, 8, 0, 0, 0, 3, 0, 0, 9, 2, 2, 1, 0, 4, 3, 10, 0, 2, 9, 8, 2, 0, 5, 21, 3, 7, 4, 5, 11, 0, 14, 3, 2, 0, 1, 4, 6, 12, 2, 3, 11, 3, 5, 2, 0, 2, 9, 2, 13, 2, 8, 7, 4, 2, 9, 0, 6, 0, 1, 0, 2, 6, 12, 5, 7, 11, 5, 1, 5, 0, 5, 5, 0, 9, 0, 1, 5, 5, 16, 14, 10, 6, 1, 5, 17, 3, 1, 13, 12, 4, 5, 7, 0, 1, 21, 13, 0, 0, 0, 1, 7, 9, 5, 9, 2, 5, 7, 0, 0, 16]"
65,execution,M1,5.232394366197183,30,34.009373140249956,192.127,193.651,"[0, 2, 11, 2, 0, 1, 0, 0, 1, 1, 20, 0, 4, 3, 3, 11, 1, 1, 0, 4, 0, 1, 0, 2, 0, 5, 12, 0, 1, 0, 4, 2, 0, 16, 3, 6, 0, 5, 0, 1, 12, 5, 0, 4, 1, 14, 3, 8, 1, 5, 7, 22, 1, 1, 4, 13, 18, 9, 5, 2, 8, 0, 8, 5, 5, 1, 3, 3, 9, 11, 5, 2, 20, 1, 8, 2, 4, 9, 10, 0, 30, 7, 1, 8, 0, 2, 9, 0, 6, 0, 0, 3, 2, 9, 8, 11, 4, 10, 7, 0, 3, 0, 2, 7, 0, 1, 1, 4, 5, 8, 19, 14, 10, 6, 1, 0, 10, 9, 0, 25, 15, 6, 1, 5, 0, 8, 21, 11, 0, 0, 0, 5, 4, 8, 3, 9, 0, 10, 7, 0, 0, 16]"
66,execution,M1,4.788732394366197,23,25.589168815711172,195.12,196.466,"[0, 0, 5, 2, 9, 3, 2, 0, 1, 0, 13, 0, 6, 2, 23, 9, 1, 2, 9, 3, 18, 5, 3, 6, 0, 12, 9, 1, 0, 0, 3, 11, 3, 17, 0, 0, 1, 0, 0, 0, 1, 7, 0, 1, 3, 3, 9, 6, 1, 4, 11, 9, 8, 0, 2, 18, 1, 5, 7, 2, 13, 0, 10, 6, 4, 0, 3, 6, 3, 12, 1, 2, 21, 1, 3, 2, 1, 6, 16, 0, 23, 7, 2, 8, 2, 2, 6, 1, 10, 0, 3, 0, 2, 5, 5, 5, 4, 6, 13, 5, 2, 0, 2, 7, 0, 5, 0, 1, 8, 6, 16, 7, 6, 10, 5, 6, 10, 7, 0, 5, 13, 0, 5, 2, 0, 0, 11, 12, 0, 0, 3, 0, 3, 7, 1, 7, 1, 4, 3, 0, 1, 8]"
67,execution,M1,5.007042253521127,31,30.978823646101958,197.731,199.156,"[1, 1, 14, 0, 5, 0, 2, 0, 0, 3, 29, 5, 24, 6, 7, 7, 1, 3, 0, 4, 7, 5, 1, 4, 10, 14, 12, 0, 0, 0, 4, 3, 1, 9, 0, 0, 0, 3, 0, 4, 4, 7, 0, 0, 1, 4, 2, 12, 1, 4, 7, 5, 0, 1, 9, 13, 5, 5, 6, 3, 8, 1, 9, 4, 5, 4, 1, 4, 6, 6, 1, 0, 16, 1, 2, 5, 5, 4, 19, 3, 17, 5, 6, 4, 2, 0, 5, 0, 7, 1, 2, 2, 2, 5, 10, 6, 3, 14, 10, 0, 7, 0, 0, 10, 0, 6, 0, 2, 6, 5, 20, 10, 3, 7, 2, 1, 9, 3, 0, 12, 12, 2, 2, 8, 1, 2, 31, 6, 0, 1, 1, 4, 14, 5, 0, 8, 0, 7, 6, 0, 0, 15]"
68,execution,M1,5.823943661971831,24,35.93379289823448,200.831,202.376,"[0, 0, 5, 2, 1, 0, 0, 0, 2, 2, 24, 5, 8, 2, 4, 8, 3, 3, 1, 5, 2, 3, 0, 2, 0, 10, 4, 0, 0, 1, 5, 4, 0, 9, 3, 3, 2, 2, 0, 1, 13, 6, 1, 1, 1, 8, 4, 18, 1, 3, 17, 11, 5, 0, 5, 22, 23, 16, 5, 4, 6, 0, 7, 6, 3, 3, 5, 7, 4, 5, 2, 0, 11, 2, 6, 3, 4, 11, 24, 1, 15, 4, 3, 9, 9, 2, 14, 0, 6, 2, 1, 0, 3, 17, 5, 6, 5, 15, 7, 1, 11, 0, 9, 15, 1, 3, 1, 1, 10, 9, 19, 14, 9, 7, 1, 3, 13, 0, 5, 23, 13, 2, 9, 9, 0, 8, 18, 8, 0, 0, 0, 9, 2, 8, 5, 11, 1, 20, 6, 0, 0, 20]"
69,execution,M1,5.302816901408451,29,30.04210474112279,203.594,205.086,"[1, 1, 19, 0, 8, 0, 2, 3, 0, 2, 29, 2, 16, 9, 10, 2, 3, 2, 2, 6, 12, 2, 0, 1, 8, 13, 11, 0, 1, 1, 9, 2, 0, 14, 0, 6, 0, 0, 0, 3, 12, 4, 1, 2, 0, 2, 4, 12, 0, 1, 6, 8, 1, 1, 10, 20, 10, 14, 5, 10, 6, 0, 9, 3, 7, 0, 2, 0, 3, 8, 4, 4, 21, 3, 8, 3, 3, 9, 10, 5, 20, 3, 1, 5, 1, 0, 1, 0, 5, 0, 3, 0, 1, 11, 9, 6, 6, 8, 13, 0, 4, 0, 5, 5, 0, 11, 0, 2, 3, 5, 17, 14, 6, 7, 5, 1, 8, 9, 4, 11, 11, 4, 3, 3, 1, 6, 16, 9, 0, 0, 1, 2, 6, 12, 1, 8, 0, 18, 2, 0, 0, 9]"
70,execution,M1,5.0,30,33.12676056338028,206.692,208.216,"[0, 0, 3, 1, 1, 0, 0, 1, 3, 0, 17, 1, 6, 9, 7, 10, 4, 2, 1, 3, 3, 1, 0, 1, 0, 6, 13, 0, 0, 2, 5, 7, 0, 10, 5, 3, 0, 2, 0, 0, 14, 5, 3, 1, 0, 5, 1, 12, 0, 3, 15, 14, 6, 0, 8, 9, 24, 6, 5, 1, 6, 1, 5, 5, 8, 2, 3, 6, 6, 4, 1, 1, 14, 0, 5, 0, 4, 16, 18, 0, 13, 7, 2, 7, 7, 4, 6, 0, 9, 1, 0, 0, 0, 18, 1, 6, 4, 4, 15, 0, 4, 0, 5, 10, 0, 3, 1, 0, 4, 7, 10, 7, 7, 3, 2, 0, 7, 0, 4, 30, 19, 5, 7, 2, 0, 5, 26, 4, 0, 0, 0, 7, 3, 13, 2, 7, 0, 13, 5, 0, 0, 20]"
71,execution,M1,5.098591549295775,30,29.86351914302718,209.704,211.046,"[0, 0, 10, 0, 2, 0, 2, 0, 0, 1, 25, 1, 18, 8, 6, 5, 3, 1, 2, 7, 22, 6, 0, 1, 6, 11, 4, 0, 1, 2, 7, 4, 1, 11, 4, 1, 0, 3, 0, 3, 6, 5, 1, 0, 1, 6, 6, 11, 0, 4, 6, 9, 2, 1, 9, 23, 2, 15, 4, 4, 7, 1, 5, 5, 1, 4, 3, 2, 6, 8, 5, 2, 18, 2, 7, 5, 2, 3, 17, 0, 18, 3, 0, 5, 0, 1, 5, 0, 6, 0, 4, 0, 2, 8, 12, 6, 4, 8, 5, 2, 3, 0, 5, 0, 1, 9, 0, 4, 1, 6, 15, 7, 8, 9, 5, 4, 18, 8, 2, 9, 9, 5, 4, 8, 4, 3, 30, 5, 0, 1, 0, 2, 9, 6, 2, 13, 1, 3, 10, 0, 0, 10]"
72,execution,M1,5.507042253521127,34,37.27811942074985,212.561,214.101,"[7, 9, 6, 1, 0, 0, 5, 0, 3, 0, 10, 0, 3, 1, 2, 0, 6, 0, 0, 0, 2, 7, 1, 0, 0, 13, 17, 0, 0, 0, 4, 6, 2, 20, 0, 3, 0, 1, 0, 0, 13, 7, 1, 1, 0, 17, 7, 10, 0, 0, 12, 11, 3, 1, 1, 26, 11, 4, 6, 3, 4, 0, 4, 9, 14, 1, 5, 8, 6, 16, 1, 1, 14, 0, 8, 1, 7, 2, 20, 0, 34, 5, 0, 4, 3, 6, 16, 0, 10, 2, 1, 1, 1, 6, 8, 4, 11, 2, 17, 9, 5, 0, 3, 11, 0, 6, 1, 3, 5, 11, 11, 8, 11, 9, 6, 2, 14, 0, 1, 13, 24, 3, 9, 8, 0, 15, 9, 9, 2, 0, 0, 5, 1, 2, 9, 12, 2, 8, 4, 0, 0, 16]"
73,execution,M1,4.549295774647887,19,26.036302320968055,215.927,217.281,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 2, 7, 15, 1, 3, 4, 0, 3, 0, 1, 0, 0, 0, 0, 8, 17, 0, 0, 1, 0, 11, 0, 17, 3, 1, 1, 5, 0, 0, 6, 3, 2, 0, 0, 7, 5, 6, 1, 4, 18, 8, 2, 0, 3, 13, 19, 6, 1, 1, 6, 0, 5, 9, 1, 1, 4, 3, 6, 12, 1, 0, 11, 2, 5, 6, 4, 5, 14, 0, 17, 5, 7, 4, 18, 3, 11, 0, 7, 11, 0, 0, 2, 17, 5, 2, 1, 5, 9, 2, 7, 0, 4, 8, 2, 2, 0, 3, 6, 5, 18, 11, 3, 13, 4, 2, 10, 1, 0, 11, 19, 5, 3, 2, 0, 6, 9, 14, 0, 0, 0, 2, 1, 9, 3, 6, 0, 9, 3, 0, 0, 12]"
74,execution,M1,4.140845070422535,20,21.782979567546118,218.459,219.816,"[3, 3, 1, 0, 0, 3, 0, 0, 2, 0, 13, 0, 4, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 1, 0, 0, 2, 17, 2, 7, 2, 0, 1, 1, 0, 1, 1, 10, 0, 0, 0, 8, 1, 7, 2, 5, 10, 11, 0, 0, 0, 14, 15, 7, 1, 2, 8, 0, 4, 5, 4, 2, 0, 4, 4, 14, 1, 0, 10, 1, 7, 2, 5, 7, 10, 0, 20, 3, 7, 4, 11, 3, 9, 0, 5, 12, 0, 0, 1, 6, 4, 5, 1, 6, 6, 3, 8, 0, 4, 4, 3, 6, 0, 2, 8, 12, 16, 8, 2, 7, 1, 1, 11, 2, 2, 13, 19, 8, 5, 4, 1, 2, 8, 7, 0, 0, 0, 1, 1, 2, 4, 5, 0, 13, 3, 0, 0, 11]"
75,execution,M1,4.464788732394366,20,23.854393969450506,221.305,222.756,"[0, 1, 11, 0, 0, 0, 0, 0, 1, 1, 14, 0, 4, 6, 3, 8, 2, 3, 0, 2, 1, 6, 2, 0, 0, 5, 15, 0, 0, 2, 1, 0, 0, 8, 1, 3, 1, 3, 0, 1, 12, 5, 0, 1, 1, 7, 3, 12, 0, 8, 12, 9, 1, 0, 6, 16, 20, 4, 3, 4, 2, 0, 8, 9, 12, 2, 2, 4, 6, 8, 1, 1, 16, 3, 7, 1, 0, 4, 8, 0, 16, 6, 1, 4, 4, 1, 15, 0, 6, 2, 1, 0, 0, 9, 3, 8, 4, 3, 5, 2, 4, 0, 5, 9, 0, 1, 0, 4, 1, 11, 14, 8, 11, 10, 3, 0, 14, 1, 2, 20, 18, 4, 3, 1, 0, 5, 13, 6, 0, 0, 0, 4, 4, 7, 3, 4, 2, 7, 7, 0, 0, 15]"
76,execution,M1,4.507042253521127,27,25.34854195596112,223.857,225.146,"[0, 0, 10, 2, 2, 0, 0, 0, 0, 0, 12, 1, 13, 7, 8, 7, 0, 0, 1, 7, 27, 5, 0, 4, 4, 14, 5, 0, 3, 0, 6, 3, 0, 16, 3, 1, 0, 0, 0, 2, 6, 3, 0, 0, 4, 5, 2, 6, 1, 12, 6, 6, 1, 1, 9, 12, 3, 6, 5, 1, 8, 0, 12, 7, 2, 4, 2, 0, 3, 4, 5, 1, 16, 0, 6, 2, 7, 7, 18, 0, 12, 3, 1, 4, 1, 4, 5, 0, 7, 0, 0, 0, 1, 8, 8, 8, 2, 6, 14, 0, 5, 0, 4, 9, 0, 8, 0, 0, 2, 8, 17, 10, 10, 10, 1, 1, 9, 8, 1, 4, 10, 0, 5, 4, 1, 2, 27, 7, 0, 0, 0, 3, 6, 2, 2, 7, 1, 8, 2, 0, 0, 6]"
77,execution,M1,5.28169014084507,39,33.94881967863519,226.225,227.766,"[0, 0, 9, 1, 3, 0, 0, 1, 1, 0, 39, 4, 7, 1, 5, 5, 0, 0, 4, 2, 0, 4, 0, 2, 0, 12, 9, 0, 0, 1, 4, 1, 0, 16, 4, 1, 1, 2, 0, 3, 10, 7, 3, 2, 3, 11, 3, 14, 2, 3, 14, 6, 2, 0, 2, 9, 18, 12, 8, 2, 6, 1, 9, 7, 10, 1, 2, 7, 6, 12, 3, 0, 20, 2, 4, 2, 5, 6, 11, 0, 15, 2, 0, 8, 5, 5, 11, 1, 7, 0, 2, 1, 3, 12, 7, 5, 5, 5, 7, 2, 4, 0, 0, 12, 0, 0, 0, 3, 0, 15, 17, 10, 14, 8, 2, 3, 9, 7, 1, 20, 19, 4, 8, 8, 0, 9, 14, 5, 0, 0, 0, 10, 7, 2, 5, 12, 1, 10, 3, 0, 0, 18]"
78,execution,M1,5.52112676056338,32,37.165046617734575,229.524,231.121,"[6, 5, 5, 1, 1, 1, 7, 0, 1, 0, 9, 0, 3, 9, 4, 4, 4, 0, 0, 1, 0, 4, 1, 0, 0, 10, 10, 0, 0, 0, 2, 7, 0, 11, 1, 1, 0, 6, 0, 0, 13, 4, 1, 1, 0, 5, 8, 6, 3, 7, 11, 10, 5, 1, 6, 26, 13, 8, 8, 3, 7, 0, 4, 7, 10, 0, 2, 5, 5, 18, 0, 1, 18, 1, 4, 3, 6, 12, 20, 1, 13, 5, 1, 8, 1, 4, 14, 0, 2, 2, 2, 1, 1, 12, 11, 9, 10, 4, 6, 5, 1, 1, 3, 11, 1, 9, 0, 2, 5, 16, 29, 10, 6, 4, 14, 1, 7, 0, 3, 13, 32, 9, 9, 6, 0, 8, 8, 18, 0, 1, 0, 2, 3, 5, 3, 25, 1, 9, 4, 0, 0, 17]"
79,execution,M1,5.669014084507042,24,29.869321563181906,232.529,234.091,"[2, 1, 6, 1, 0, 0, 6, 0, 2, 6, 20, 1, 11, 7, 6, 5, 2, 1, 0, 1, 2, 4, 0, 0, 0, 14, 7, 0, 0, 0, 5, 9, 0, 19, 1, 2, 0, 4, 1, 1, 9, 11, 1, 9, 1, 8, 8, 5, 1, 3, 8, 7, 7, 1, 12, 16, 9, 9, 4, 7, 8, 1, 8, 6, 11, 2, 1, 6, 7, 7, 4, 0, 18, 2, 2, 3, 4, 1, 21, 0, 17, 4, 3, 10, 4, 5, 12, 3, 10, 0, 4, 1, 2, 4, 4, 8, 12, 6, 10, 4, 6, 1, 2, 5, 0, 4, 0, 4, 8, 10, 20, 7, 14, 6, 13, 2, 5, 2, 3, 20, 24, 7, 5, 15, 1, 13, 18, 3, 1, 0, 1, 5, 3, 6, 7, 10, 2, 4, 9, 0, 0, 21]"
80,execution,M1,5.28169014084507,28,33.16008728426899,235.917,237.406,"[0, 0, 17, 1, 1, 0, 0, 0, 1, 2, 23, 1, 9, 4, 4, 9, 2, 4, 1, 2, 0, 6, 1, 4, 0, 5, 8, 0, 0, 1, 6, 3, 0, 15, 2, 4, 1, 1, 0, 2, 9, 5, 1, 2, 1, 10, 3, 10, 0, 5, 10, 6, 2, 0, 4, 19, 28, 7, 3, 7, 9, 1, 10, 11, 6, 1, 4, 3, 5, 9, 3, 0, 20, 1, 9, 2, 2, 4, 13, 0, 13, 4, 1, 12, 7, 1, 15, 0, 14, 4, 0, 0, 3, 12, 4, 4, 3, 5, 7, 1, 5, 0, 2, 6, 0, 2, 0, 0, 3, 10, 9, 8, 13, 7, 6, 0, 24, 6, 1, 20, 22, 1, 10, 3, 0, 8, 12, 6, 1, 0, 1, 2, 3, 11, 1, 9, 3, 14, 12, 0, 0, 14]"
81,execution,M1,5.014084507042254,21,25.57726641539377,239.072,240.411,"[1, 0, 12, 0, 1, 1, 2, 0, 0, 5, 16, 3, 21, 9, 10, 14, 1, 1, 5, 1, 12, 5, 0, 1, 7, 9, 2, 0, 2, 0, 13, 5, 0, 15, 3, 1, 1, 6, 0, 2, 3, 7, 0, 2, 0, 6, 5, 10, 0, 1, 9, 4, 5, 2, 6, 11, 2, 12, 8, 3, 7, 2, 9, 3, 6, 5, 4, 4, 4, 5, 3, 3, 19, 2, 11, 2, 3, 2, 17, 1, 19, 0, 1, 8, 1, 1, 8, 0, 10, 0, 3, 0, 2, 7, 11, 4, 5, 5, 14, 0, 3, 0, 3, 4, 0, 7, 0, 3, 8, 2, 18, 12, 7, 7, 3, 3, 13, 8, 1, 7, 14, 3, 6, 1, 3, 1, 21, 14, 0, 0, 0, 1, 10, 6, 0, 8, 0, 6, 3, 1, 0, 11]"
82,execution,M1,4.352112676056338,21,21.552073001388617,242.017,243.361,"[1, 1, 5, 0, 0, 0, 0, 0, 1, 1, 21, 4, 7, 2, 6, 7, 1, 1, 0, 0, 0, 2, 1, 0, 0, 6, 7, 0, 0, 0, 3, 10, 0, 7, 3, 3, 1, 5, 0, 0, 5, 9, 1, 3, 1, 8, 0, 9, 2, 4, 10, 8, 2, 1, 6, 12, 14, 6, 5, 1, 5, 1, 6, 11, 7, 5, 2, 3, 5, 7, 7, 0, 12, 3, 5, 0, 3, 3, 10, 1, 20, 2, 2, 3, 5, 2, 6, 0, 5, 0, 2, 0, 0, 5, 6, 10, 2, 7, 13, 2, 6, 0, 1, 7, 0, 2, 0, 1, 1, 11, 18, 19, 6, 10, 7, 0, 11, 1, 3, 13, 16, 2, 5, 1, 1, 7, 15, 5, 0, 0, 1, 4, 3, 4, 1, 8, 1, 13, 3, 0, 0, 10]"
83,execution,M1,5.119718309859155,33,28.51383654036897,244.167,245.451,"[1, 3, 19, 1, 4, 1, 0, 0, 0, 1, 16, 2, 14, 18, 7, 6, 2, 0, 6, 8, 16, 3, 0, 7, 5, 9, 10, 0, 4, 2, 2, 5, 1, 12, 2, 0, 1, 0, 0, 0, 8, 2, 0, 0, 0, 4, 2, 5, 1, 3, 5, 7, 1, 2, 4, 18, 3, 6, 8, 1, 12, 0, 7, 4, 8, 3, 4, 3, 5, 11, 4, 1, 8, 2, 9, 5, 3, 7, 13, 1, 20, 2, 5, 3, 1, 2, 5, 0, 13, 3, 1, 0, 2, 6, 9, 12, 3, 8, 8, 1, 4, 1, 3, 8, 0, 3, 0, 3, 5, 9, 17, 14, 4, 10, 0, 2, 12, 3, 1, 16, 14, 6, 2, 8, 1, 2, 33, 12, 0, 1, 1, 2, 5, 2, 3, 11, 3, 8, 8, 1, 0, 7]"
84,execution,M1,5.070422535211268,21,24.62884348343583,247.109,248.596,"[0, 1, 9, 2, 0, 2, 0, 0, 4, 0, 19, 0, 8, 11, 9, 2, 1, 3, 0, 5, 2, 8, 2, 2, 0, 7, 11, 0, 0, 0, 5, 6, 1, 9, 4, 2, 0, 1, 0, 1, 9, 4, 2, 3, 1, 9, 2, 10, 1, 5, 6, 16, 5, 0, 9, 10, 18, 3, 2, 3, 5, 0, 7, 6, 11, 1, 3, 4, 6, 11, 1, 1, 12, 0, 4, 3, 2, 11, 13, 1, 15, 5, 5, 5, 5, 4, 7, 0, 7, 0, 1, 2, 1, 17, 4, 11, 6, 7, 12, 1, 6, 0, 5, 15, 0, 1, 0, 1, 6, 10, 8, 12, 4, 9, 2, 1, 12, 0, 4, 18, 21, 6, 8, 8, 0, 7, 13, 4, 0, 0, 0, 7, 1, 8, 1, 9, 4, 10, 7, 0, 0, 20]"
85,execution,M1,4.394366197183099,19,18.94306685181511,249.415,250.751,"[0, 0, 7, 3, 9, 2, 2, 0, 1, 1, 14, 0, 8, 7, 11, 5, 3, 3, 5, 6, 14, 3, 0, 2, 1, 13, 12, 0, 0, 0, 1, 6, 0, 13, 3, 0, 0, 2, 0, 0, 2, 3, 0, 0, 1, 8, 7, 3, 2, 0, 17, 9, 8, 3, 6, 11, 1, 11, 3, 1, 12, 0, 9, 4, 5, 2, 1, 2, 2, 8, 3, 1, 16, 2, 4, 3, 1, 7, 11, 8, 14, 8, 1, 10, 0, 2, 16, 0, 7, 0, 3, 0, 2, 8, 1, 3, 4, 3, 5, 0, 9, 0, 2, 6, 0, 2, 0, 0, 4, 8, 19, 8, 5, 5, 5, 0, 7, 5, 1, 7, 11, 1, 5, 4, 0, 2, 12, 7, 0, 1, 3, 2, 4, 5, 2, 6, 0, 7, 7, 3, 0, 8]"
86,execution,M1,7.323943661971831,31,48.23308867288235,251.907,253.901,"[2, 6, 6, 4, 1, 0, 4, 1, 1, 2, 24, 6, 7, 15, 6, 5, 5, 2, 2, 0, 0, 6, 1, 0, 0, 9, 9, 0, 2, 3, 5, 10, 3, 22, 4, 1, 0, 1, 1, 4, 8, 6, 2, 9, 3, 9, 7, 6, 2, 6, 20, 13, 7, 0, 13, 18, 8, 15, 9, 4, 12, 0, 7, 11, 7, 0, 3, 8, 10, 7, 4, 0, 19, 2, 11, 1, 9, 17, 9, 0, 31, 3, 8, 14, 6, 3, 18, 0, 10, 3, 5, 2, 3, 20, 7, 16, 7, 8, 19, 3, 4, 1, 10, 11, 0, 2, 2, 2, 8, 14, 28, 20, 11, 7, 2, 2, 22, 0, 4, 22, 27, 11, 9, 11, 0, 8, 23, 9, 0, 2, 3, 10, 3, 7, 9, 15, 2, 28, 8, 0, 0, 15]"
87,execution,M1,5.28169014084507,28,34.73755207300139,255.707,257.216,"[0, 0, 6, 3, 2, 0, 0, 0, 0, 0, 17, 1, 7, 1, 3, 7, 1, 4, 0, 5, 0, 5, 1, 0, 0, 3, 16, 0, 0, 0, 1, 5, 1, 8, 2, 4, 0, 6, 0, 2, 12, 3, 1, 1, 1, 9, 4, 15, 0, 2, 13, 10, 3, 0, 4, 22, 19, 6, 1, 2, 5, 0, 9, 7, 7, 2, 1, 3, 4, 8, 3, 2, 13, 2, 6, 1, 1, 4, 14, 0, 21, 6, 1, 7, 2, 6, 8, 1, 4, 2, 0, 1, 4, 12, 7, 11, 3, 7, 12, 2, 2, 0, 6, 13, 0, 5, 1, 0, 6, 18, 22, 12, 9, 7, 3, 2, 16, 2, 1, 16, 22, 6, 10, 3, 0, 9, 28, 8, 0, 0, 1, 11, 3, 10, 4, 12, 2, 7, 3, 0, 0, 22]"
88,execution,M1,6.415492957746479,34,44.862576869668715,258.491,260.241,"[6, 12, 7, 0, 0, 1, 10, 2, 1, 0, 19, 0, 4, 2, 5, 5, 7, 2, 0, 1, 0, 4, 1, 0, 0, 7, 15, 0, 2, 0, 5, 5, 4, 20, 0, 2, 0, 3, 0, 2, 8, 6, 0, 6, 0, 12, 8, 10, 0, 4, 16, 11, 4, 0, 6, 29, 18, 8, 2, 6, 8, 0, 7, 8, 15, 4, 3, 9, 6, 22, 4, 1, 19, 2, 3, 5, 5, 12, 8, 0, 34, 2, 0, 8, 1, 5, 14, 0, 14, 2, 1, 3, 1, 6, 6, 7, 8, 3, 16, 4, 7, 0, 5, 13, 0, 12, 0, 5, 1, 13, 22, 7, 11, 6, 9, 3, 23, 2, 5, 10, 31, 10, 11, 16, 1, 12, 9, 6, 2, 0, 0, 4, 2, 8, 11, 16, 0, 7, 8, 0, 0, 19]"
89,execution,M1,6.697183098591549,31,48.351963896052375,261.627,263.546,"[2, 0, 12, 0, 5, 1, 0, 0, 0, 0, 17, 2, 8, 8, 5, 13, 1, 2, 0, 10, 0, 6, 0, 4, 0, 8, 9, 0, 0, 1, 5, 12, 0, 18, 2, 2, 1, 5, 0, 4, 10, 12, 1, 1, 4, 12, 6, 19, 0, 5, 15, 14, 6, 0, 11, 16, 22, 21, 3, 4, 10, 2, 13, 10, 20, 0, 5, 3, 12, 12, 3, 1, 31, 1, 9, 2, 3, 1, 19, 0, 21, 6, 3, 9, 3, 2, 19, 1, 12, 0, 0, 1, 2, 8, 8, 7, 3, 15, 10, 0, 2, 0, 4, 8, 0, 3, 1, 3, 3, 15, 17, 10, 17, 16, 2, 2, 27, 4, 3, 23, 27, 5, 9, 7, 1, 12, 11, 7, 0, 1, 1, 9, 3, 10, 3, 13, 0, 9, 5, 0, 1, 25]"
