x,y,z,imp,location,filtering,group,group_name
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
,,,,M1,1000 Hz,"electrode_group_M1 pynwb.ecephys.ElectrodeGroup at 0x6096605488
Fields:
  description: Electrodes in an implanted Utah array in M1
  device: electrode_array_M1 pynwb.device.Device at 0x6096341520
Fields:
  description: 96-electrode Utah array in M1
  manufacturer: Blackrock Microsystems

  location: Primary motor cortex
",electrode_group_M1
